GAP_between_Create_Last,TOTAL_EXPENSED_AMOUNT,APPROVED_AMT,PAID_IN_AMOUNT_ALLOCATION,EXPENSE_TYPE_DESC,CITY,Label
0,932,742,742,旅馆房费-国内,乌鲁木齐,0
4,8589.13,88,88,餐费,深圳,0
90,7349.33,133,133,出租车费,上海,0
24,14967.55,355.55,355.55,移动电话费,重庆,0
73,5823.02,97,97,餐费,上海,0
32,17778.5,2630,2630,餐费,湖州,0
36,12751.5,176,176,餐费,青岛,0
43,4489.2,106,106,餐费,武汉,0
44,11598.83,16,16,其它差旅费,阜阳,0
31,15570.4,10,10,出租车费,广州,0
24,9509.83,293,293,出租车费,青岛,0
0,15444,2786,2786,餐费,北京,0
10,2223.3,1254,1254,旅馆房费-国内,武汉,0
7,15483.8,44.5,44.5,餐费,锦州,0
7,15483.8,2235,2235,餐费,锦州,0
7,15483.8,218.3,218.3,移动电话费,锦州,0
4,5672.5,100,100,补贴,沈阳,0
6,5508.4,8.4,8.4,出租车费,青岛,0
6,5508.4,100,100,补贴,青岛,0
6,5508.4,55,55,出租车费,青岛,0
0,8531.1,741,741,餐费,青岛,0
6,15137.48,2880,2880,餐费,南通,0
0,12924,12,12,出租车费,杭州,0
0,12924,13,13,出租车费,杭州,0
13,3398,18,18,其它差旅费,黄冈,0
13,3398,100,100,补贴,黄冈,0
13,3398,18,18,其它差旅费,黄冈,0
27,46944,4870,4870,餐费,苏州,0
6,15137.48,280,280,餐费,南通,0
4,5672.5,34,34,出租车费,沈阳,0
74,10841.55,85,85,餐费,南京,0
0,6752,125,125,餐费,上海,0
2,3023,139,139,出租车费,广州,0
9,1727,407,407,移动电话费,哈尔滨,0
0,2398.1,300,300,其它差旅费,郑州,0
15,27250,1590,1590,出租车费,温州,0
15,27250,4500,4500,餐费,温州,0
20,3028,150,150,餐费,杭州,0
0,2398.1,80,80,旅馆房费-国内,郑州,0
31,7745.42,68,68,餐费,郑州,0
31,7745.42,155,155,餐费,郑州,0
31,7745.42,199.42,199.42,餐费,郑州,0
0,6353.52,75,75,出租车费,杭州,0
0,6353.52,218.5,218.5,其它差旅费,杭州,0
12,5732.03,1158,1158,餐费,郑州,0
12,5009.68,757,757,餐费,北京,0
12,5009.68,389,389,餐费,北京,0
12,5009.68,292,292,餐费,北京,0
12,5009.68,234.6,234.6,办公室小食,北京,0
90,7349.33,109,109,出租车费,上海,0
0,6724.5,82,82,餐费,苏州,0
1,11637.5,2400,2400,餐费,泉州,0
15,18579,2510,2510,餐费,上海,0
21,22020.15,2679,2679,餐费,广州,0
0,24602.2,2240,2240,餐费,淮安,0
22,15004.5,1992,1992,办公室小食,大庆,0
7,5824.8,136,136,办公室小食,深圳,0
0,8436.08,95,95,办公室小食,武汉,0
0,367,84,84,出租车费,大连,0
0,6836.93,100,100,补贴,保定,0
12,2772.5,198,198,旅馆房费-国内,重庆,0
12,2772.5,32.5,32.5,其它差旅费,重庆,0
10,9995,23,23,其它差旅费,上海,0
10,9995,23,23,其它差旅费,上海,0
0,367,50,50,补贴,大连,0
8,15732.44,8224,8224,员工团队用餐及活动,天津,0
10,29825,2400,2400,办公室小食,北京,0
10,29825,98,98,餐费,北京,0
14,6592,123.5,123.5,其它差旅费,上海,0
19,6546.9,598,598,旅馆房费-国内,中山,0
1,229,39.5,39.5,其它差旅费,清远,0
0,5086.1,324,324,餐费,广州,0
13,1442.58,53,53,出租车费,上海,0
48,15330.6,355,355,餐费,杭州,0
8,15732.44,180.6,180.6,办公室小食,天津,0
4,10447.52,100,100,补贴,保定,0
31,13801.8,114,114,出租车费,广州,0
0,12807.08,50,50,补贴,上海,0
15,10123.19,18.99,18.99,餐费,上海,0
1,8113.9,64,64,办公室小食,哈尔滨,0
3,15275.8,66.4,66.4,办公室小食,成都,0
0,14456.5,1164,1164,旅馆房费-国内,大连,0
32,12411.59,103,103,餐费,武汉,0
12,6000.7,33,33,办公室小食,东莞,0
0,9973,800,800,旅馆房费-国内,自贡,0
4,21163,1956,1956,餐费,济南,0
13,10483.57,132,132,餐费,上海,0
3,15275.8,75,75,办公室小食,成都,0
0,6291.4,100,100,补贴,济南,0
0,6291.4,69.5,69.5,其它差旅费,济南,0
0,4953.8,766,766,餐费,广州,0
0,9973,144,144,其它差旅费,自贡,0
23,4608.47,130,130,餐费,宁波,0
3,15325.4,208,208,旅馆房费-国内,长沙,0
0,7768.43,2635,2635,餐费,杭州,0
0,16167.9,308.3,308.3,移动电话费,南充,0
3,7479.79,60,60,其它差旅费,沈阳,0
23,4608.47,1529,1529,餐费,宁波,0
8,15543,2200,2200,办公室小食,郑州,0
3,15325.4,208,208,旅馆房费-国内,长沙,0
2,10116.4,570,570,旅馆房费-国内,苏州,0
2,10116.4,15,15,其它差旅费,苏州,0
2,10116.4,29.5,29.5,其它差旅费,苏州,0
30,23327,148,148,餐费,重庆,0
2,15645,61,61,餐费,无锡,0
0,12001,101,101,餐费,济南,0
0,5097,216,216,餐费,苏州,0
16,24776,211,211,餐费,济南,0
12,15099.95,480,480,出租车费,成都,0
12,15099.95,210,210,餐费,成都,0
0,6246.1,13,13,出租车费,石家庄,0
1,22795.97,15.5,15.5,其它差旅费,南京,0
1,2833.21,138,138,旅馆房费-国内,南京,0
6,1825.5,52,52,餐费,哈尔滨,0
16,24776,100,100,餐费,济南,0
3,3994.33,13,13,其它差旅费,温州,0
3,3994.33,13,13,其它差旅费,温州,0
0,33816,2720,2720,餐费,南通,0
2,13142.2,192,192,餐费,昆明,0
34,14225.6,160,160,汽油费,佛山,0
1,5002.02,10,10,其它差旅费,苏州,0
0,5097,375,375,其它差旅费,苏州,0
0,4490,330,330,餐费,杭州,0
0,4490,106,106,餐费,杭州,0
0,14329.89,143,143,餐费,成都,0
7,2432,165,165,餐费,北京,0
1,13326,914,914,餐费,福州,0
27,7967.43,1915,1915,餐费,台州,0
0,12143,940,940,餐费,上海,0
1,5866,92,92,其它差旅费,沈阳,0
13,14715,96,96,餐费,北京,0
2,5956.56,319,319,餐费,上海,0
0,5907,118,118,餐费,长沙,0
15,3596.9,50,50,邮寄费用,昆明,0
5,6884,632,632,员工礼品,成都,0
5,6884,150,150,餐费,成都,0
19,33378.64,50,50,补贴,合肥,0
0,13979.64,80,80,汽油费,昆明,0
1,5365.2,128,128,餐费,苏州,0
8,3224,800,800,旅馆房费-国内,眉山,0
1,15408.8,498,498,办公室小食,湛江,0
0,13464,79.5,79.5,其它差旅费,长沙,0
7,6721,140,140,旅馆房费-国内,郑州,0
0,4858,100,100,补贴,南阳,0
6,12104.4,123.4,123.4,办公室小食,北京,0
1,15408.8,310,310,其它差旅费,湛江,0
15,3053.26,73,73,餐费,北京,0
6,12011.3,150,150,其它差旅费,天津,0
6,12011.3,150,150,其它差旅费,天津,0
0,4858,42,42,其它差旅费,南阳,0
0,14122.7,306,306,出租车费,广州,0
16,4449.9,60,60,其它差旅费,台州,0
16,4449.9,945,945,餐费,台州,0
4,8801.02,100,100,固定电话及宽带相关费用,沈阳,0
0,17989.89,280,280,出租车费,漳州,0
1,3388.74,100,100,补贴,北京,0
1,3388.74,205,205,出租车费,北京,0
4,8801.02,122,122,餐费,沈阳,0
12,14248.1,79.5,79.5,其它差旅费,潍坊,0
16,17835.7,283,283,餐费,广州,0
7,6721,175,175,其它差旅费,郑州,0
1,23731.2,3080,3080,餐费,佛山,0
13,20879,2830,2830,餐费,诸暨,0
53,7448.75,45.16,45.16,办公室小食,北京,0
53,7448.75,800,800,办公室小食,北京,0
4,15448.9,295,295,餐费,天津,0
2,12532.3,81,81,餐费,惠州,0
10,14054,60,60,办公室小食,广州,0
0,641.7,350,350,餐费,上海,0
0,14583,134,134,餐费,昆山,0
31,2414.7,198,198,餐费,上海,0
20,4359.2,111,111,餐费,昆明,0
20,4359.2,17.9,17.9,出租车费,昆明,0
0,5154,205,205,出租车费,上海,0
0,5154,100,100,补贴,上海,0
0,8137.24,288,288,其它差旅费,泸州,0
18,9973,149,149,出租车费,上海,0
18,9973,14,14,出租车费,上海,0
1,7625.73,496,496,员工礼品,武汉,0
1,7625.73,497,497,员工礼品,武汉,0
1,7625.73,494,494,员工礼品,武汉,0
0,8137.24,2400,2400,旅馆房费-国内,泸州,0
0,380,380,380,旅馆房费-国内,延安,0
0,2921.2,26.9,26.9,出租车费,济南,0
0,2921.2,100,100,补贴,济南,0
0,2921.2,9,9,出租车费,济南,0
12,6990.17,100,100,补贴,南昌,0
9,14872.6,100,100,补贴,郑州,0
13,12872,39,39,餐费,上海,0
7,12722.03,13,13,其它差旅费,福州,0
0,2921.2,11.9,11.9,出租车费,济南,0
2,6735.2,152,152,餐费,南京,0
11,23339.14,199,199,旅馆房费-国内,呼和浩特,0
0,350,100,100,出租车费,扬州,0
1,17821,2595,2595,餐费,枣庄,0
23,5261,310,310,餐费,贵阳,0
0,13979.64,80,80,汽油费,昆明,0
1,11868,7,7,其它差旅费,唐山,0
2,9316,304,304,其它差旅费,石家庄,0
26,20095.1,124.1,124.1,办公室小食,深圳,0
0,13981.42,1382,1382,餐费,乌鲁木齐,0
4,7119.96,224,224,旅馆房费-国内,沈阳,0
0,2921.2,9.4,9.4,出租车费,济南,0
5,11409,160,160,汽油费,铜陵,0
5,11409,70,70,停车及其他收费,铜陵,0
1,3975.7,768,768,员工礼品,昆明,0
3,7155,498,498,餐费,昆明,0
1,14690.5,346,346,餐费,南京,0
19,15651,1560,1560,办公室小食,烟台,0
19,15651,1770,1770,餐费,烟台,0
1,9610,320,320,餐费,南京,0
2,9956.9,100,100,补贴,沈阳,0
3,11918.8,22,22,出租车费,大连,0
1,9610,18,18,出租车费,南京,0
7,12722.03,13,13,其它差旅费,福州,0
4,10088,150,150,出租车费,兰州,0
5,6884,36,36,办公室小食,成都,0
0,4661.5,72.5,72.5,其它差旅费,南京,0
0,12886.42,2363,2363,餐费,杭州,0
4,7119.96,25,25,出租车费,沈阳,0
2,19811.2,40,40,其它差旅费,青岛,0
0,2640.15,181.85,181.85,移动电话费,南昌,0
0,299,299,299,餐费,天津,0
7,11715.35,110,110,餐费,武汉,0
0,26278,2270,2270,餐费,南京,0
0,13979.64,195,195,餐费,昆明,0
9,46997.1,558,558,旅馆房费-国内,芜湖,0
15,24872.6,297.5,297.5,移动电话费,南昌,0
15,24872.6,61,61,餐费,南昌,0
1,14365.7,229.1,229.1,办公室小食,深圳,0
2,19811.2,2411,2411,餐费,青岛,0
4,4598.4,87,87,出租车费,上海,0
4,4598.4,79,79,出租车费,上海,0
0,343,343,343,办公室小食,上海,0
1,9543.7,160.7,160.7,移动电话费,天津,0
0,2369.15,17,17,出租车费,南京,0
0,8105.4,102.3,102.3,其它差旅费,杭州,0
0,8105.4,103,103,餐费,杭州,0
1,14105.11,49.8,49.8,办公室小食,北京,0
14,9999.36,50,50,其它差旅费,衢州,0
0,1977.84,120,120,其它差旅费,温州,0
0,1977.84,37,37,出租车费,温州,0
1,8902.9,294,294,餐费,上海,0
1,4125.5,753.5,753.5,餐费,沈阳,0
13,12872,60,60,餐费,上海,0
1,8151.5,1250,1250,餐费,赣州,0
1,46116,2856,2856,餐费,北京,0
1,4125.5,1800,1800,旅馆房费-国内,沈阳,0
1,13215.43,100,100,补贴,上海,0
1,13215.43,76,76,出租车费,上海,0
1,13215.43,20,20,出租车费,上海,0
1,13215.43,247,247,其它差旅费,上海,0
10,8221.4,100,100,补贴,茂名,0
6,5213.46,85,85,餐费,长春,0
1,1351.5,114,114,餐费,深圳,0
1,7307.2,238.2,238.2,移动电话费,南京,0
0,4466.9,1978,1978,餐费,蚌埠,0
2,9387.77,175,175,餐费,西安,0
2,47178.4,2320,2320,餐费,南京,0
17,25417.11,137,137,餐费,佛山,0
8,5653.5,100,100,其它差旅费,福州,0
8,5653.5,50,50,补贴,福州,0
3,11918.8,68.5,68.5,其它差旅费,大连,0
119,10487.25,58,58,出租车费,北京,0
1,14690.5,55,55,停车及其他收费,南京,0
7,12722.03,100,100,补贴,福州,0
10,34111.51,2825,2825,餐费,宜宾,0
20,4359.2,22.6,22.6,出租车费,昆明,0
14,14018,281,281,餐费,济宁,0
17,13040,1800,1800,餐费,嘉兴,0
11,4901.94,23.22,23.22,出租车费,上海,0
1,13679.5,68,68,其它差旅费,三明,0
0,5626.59,119,119,餐费,福州,0
0,10170,144,144,其它差旅费,资阳,0
22,6601.5,37,37,出租车费,北京,0
26,18212.92,127,127,餐费,呼和浩特,0
10,34111.51,106,106,餐费,宜宾,0
1,3768.16,69,69,餐费,南京,0
4,6722.32,341,341,餐费,平顶山,0
2,12875,178.1,178.1,出租车费,福州,0
0,5863,184,184,餐费,郑州,0
11,4901.94,97.16,97.16,出租车费,上海,0
11,4901.94,244.06,244.06,餐费,上海,0
3,24225.71,468,468,员工礼品,广州,0
17,15162.5,900,900,办公室小食,郑州,0
11,4901.94,23.22,23.22,出租车费,上海,0
11,4901.94,58.11,58.11,餐费,上海,0
16,24952,4968,4968,餐费,济南,0
0,11626,108,108,餐费,北京,0
11,23339.14,20,20,出租车费,呼和浩特,0
11,23339.14,13.2,13.2,出租车费,呼和浩特,0
20,4359.2,1950,1950,旅馆房费-国内,昆明,0
0,9366.8,700,700,餐费,无锡,0
6,8844.5,2982,2982,餐费,上海,0
6,8844.5,35,35,出租车费,上海,0
4,7119.96,115,115,其它差旅费,沈阳,0
4,7119.96,100,100,补贴,沈阳,0
0,3900.68,60,60,其它差旅费,石家庄,0
2,2022.31,43,43,出租车费,北京,0
2,2022.31,21,21,出租车费,北京,0
8,17108,2100,2100,餐费,北京,0
0,9911.88,181,181,餐费,武汉,0
0,14825,2990,2990,餐费,天津,0
4,11412.95,84,84,餐费,杭州,0
0,8036.83,208,208,餐费,东莞,0
1,6117.5,2016,2016,餐费,济南,0
7,13235.71,1033,1033,餐费,北京,0
0,6900.2,12,12,出租车费,杭州,0
0,6900.2,11,11,出租车费,杭州,0
0,10170,370,370,餐费,资阳,0
2,46788,386,386,餐费,北京,0
0,7644.9,328,328,餐费,重庆,0
2,6735.2,100,100,补贴,南京,0
7,4462,500,500,移动电话费,哈尔滨,0
61,2940.6,50,50,补贴,上海,0
8,14872.5,84,84,其它差旅费,长春,0
1,16068.88,4872,4872,餐费,宁波,0
0,3764,155,155,餐费,上海,0
30,17729.51,20,20,出租车费,金华,0
0,6945.29,183.5,183.5,其它差旅费,大连,0
3,16875.23,221.54,221.54,办公室小食,铜陵,0
119,10487.25,64,64,出租车费,北京,0
2,6547.73,100,100,补贴,兰州,0
2,6547.73,65,65,其它差旅费,兰州,0
0,8105.4,227,227,餐费,杭州,0
8,14872.5,279,279,其它差旅费,长春,0
3,15748.64,1621,1621,餐费,济南,0
2,7274,2645,2645,餐费,厦门,0
1,10484.9,100,100,补贴,延安,0
9,14872.6,154.5,154.5,其它差旅费,郑州,0
3,15748.64,236,236,餐费,济南,0
20,20645,2688,2688,餐费,重庆,0
40,4030.8,80,80,办公室小食,深圳,0
0,199,132,132,移动电话费,上海,0
0,14637,133,133,餐费,常州,0
17,509.5,89.5,89.5,其它差旅费,潮州,0
17,509.5,80,80,出租车费,潮州,0
1,9610,50,50,补贴,南京,0
16,24952,2500,2500,当地地面交通费,济南,0
7,9675.6,2930,2930,餐费,攀枝花,0
7,9675.6,74,74,其它差旅费,攀枝花,0
1,14690.5,570,570,旅馆房费-国内,南京,0
1,14690.5,160,160,汽油费,南京,0
1,14690.5,1147,1147,餐费,南京,0
0,11626,2490,2490,办公室小食,北京,0
4,13925.7,2929,2929,餐费,沈阳,0
3,24225.71,1000,1000,餐费,广州,0
14,15614,11,11,出租车费,台州,0
3,24225.71,665.1,665.1,餐费,广州,0
3,24225.71,1969.5,1969.5,餐费,广州,0
3,24225.71,4772,4772,员工团队用餐及活动,广州,0
58,4071,40,40,出租车费,上海,0
0,10598,138,138,其它差旅费,昆明,0
0,1758,700,700,旅馆房费-国内,北京,0
3,14813,2980,2980,餐费,泰州,0
15,4046.56,627,627,旅馆房费-国内,重庆,0
15,4046.56,190,190,旅馆房费-国内,重庆,0
1,13679.5,100,100,补贴,三明,0
43,10908.12,382,382,餐费,北京,0
20,14699.9,29.6,29.6,其它差旅费,惠州,0
24,24142.75,24,24,办公室小食,哈尔滨,0
0,14804.65,900,900,办公室小食,包头,0
1,11868,100,100,补贴,唐山,0
6,14949.7,154,154,旅馆房费-国内,菏泽,0
1,12333.95,160,160,汽油费,佛山,0
2,4520,100,100,补贴,无锡,0
2,4520,42,42,其它差旅费,无锡,0
14,33889.2,107,107,餐费,温州,0
2,12875,116,116,其它差旅费,福州,0
2,12875,119,119,餐费,福州,0
0,7373.18,85,85,邮寄费用,包头,0
1,1300,1300,1300,办公室小食,北京,0
20,31851.18,413,413,餐费,苏州,0
1,8983.5,139,139,餐费,北京,0
7,12890.67,98.2,98.2,办公室小食,武汉,0
6,14949.7,286,286,固定电话及宽带相关费用,菏泽,0
6,14949.7,175,175,餐费,菏泽,0
0,5958.15,117,117,其它差旅费,上海,0
11,8155.08,258,258,餐费,广州,0
3,9434.2,191,191,餐费,济南,0
34,16253,500,500,移动电话费,宁波,0
12,29393.6,160,160,汽油费,济南,0
5,21365,244,244,餐费,兰州,0
7,6767.71,72.5,72.5,办公室小食,佛山,0
3,28844.64,2388,2388,员工团队用餐及活动,福州,0
4,14039.69,105.5,105.5,其它差旅费,沈阳,0
0,7214.1,37,37,出租车费,北京,0
10,7111.94,363,363,餐费,北京,0
1,15655.7,2009,2009,餐费,马鞍山,0
7,36485,483,483,餐费,南京,0
7,28243,711,711,餐费,北京,0
10,7111.94,53,53,出租车费,北京,0
1,13640.14,130,130,餐费,青岛,0
6,2897,57.6,57.6,办公室小食,东莞,0
6,2897,52.6,52.6,办公室小食,东莞,0
3,28844.64,10,10,出租车费,福州,0
1,4808.89,50,50,补贴,福州,0
0,18388.65,2900,2900,餐费,濮阳,0
1,15651.56,134.9,134.9,办公室小食,厦门,0
1,4644.7,40,40,出租车费,杭州,0
0,1582.8,50,50,其它差旅费,重庆,0
4,9359.2,453,453,餐费,天津,0
0,1582.8,19,19,出租车费,重庆,0
1,4808.89,60,60,其它差旅费,福州,0
1,16379,98,98,餐费,上海,0
0,8684,100,100,补贴,郑州,0
14,14373.38,611.04,611.04,办公室小食,成都,0
0,4874.2,9,9,出租车费,长沙,0
5,13244.39,1319,1319,餐费,北京,0
3,11574.3,29,29,出租车费,南京,0
2,6317,54,54,出租车费,上海,0
9,18492,256,256,餐费,北京,0
3,13082.34,22,22,邮寄费用,石家庄,0
5,4893.3,100,100,补贴,上海,0
0,22401,2300,2300,办公室小食,北京,0
3,10596.7,128,128,餐费,北京,0
2,8595.7,246,246,员工团队用餐及活动,汕头,0
2,7391,570,570,餐费,西安,0
9,28059,1027,1027,餐费,天津,0
7,13585,219,219,旅馆房费-国内,齐齐哈尔,0
2,8595.7,229,229,餐费,汕头,0
7,7973.8,201,201,餐费,西安,0
7,6018.5,62,62,餐费,北京,0
3,8535.32,1050,1050,餐费,北京,0
11,8935.2,14,14,出租车费,长春,0
34,14225.6,160,160,汽油费,佛山,0
1,2833.21,104,104,出租车费,南京,0
21,11528.2,216.2,216.2,餐费,沈阳,0
8,4309.2,73,73,出租车费,上海,0
18,40998.42,2960,2960,餐费,丽水,0
1,8132.5,16.5,16.5,其它差旅费,阜阳,0
1,14850.6,2498,2498,餐费,乌鲁木齐,0
10,12558,2968,2968,餐费,北京,0
24,4357.37,260.33,260.33,移动电话费,上海,0
2,4838,39,39,邮寄费用,汕头,0
1,7531.4,24,24,出租车费,广州,0
13,14910.16,168,168,出租车费,南京,0
1,8132.5,2620,2620,餐费,阜阳,0
1,8132.5,29.5,29.5,办公室小食,阜阳,0
1,9244.05,168,168,旅馆房费-国内,兰州,0
2,5302.85,912,912,餐费,郑州,0
0,4666.2,120,120,旅馆房费-国内,石家庄,0
0,4666.2,17.4,17.4,出租车费,石家庄,0
1,15033.5,21,21,出租车费,苏州,0
1,15033.5,18,18,出租车费,苏州,0
43,24508.55,2870,2870,餐费,芜湖,0
1,4627.85,36,36,其它差旅费,金华,0
0,5305.9,100,100,固定电话及宽带相关费用,成都,0
1,9550.01,193,193,出租车费,北京,0
0,2214.44,226,226,餐费,重庆,0
7,5824.8,598,598,员工礼品,深圳,0
29,8695.1,210,210,旅馆房费-国内,乌鲁木齐,0
1,5923.9,52.8,52.8,餐费,上海,0
9,18895.22,2886,2886,餐费,北京,0
12,2772.5,12.5,12.5,其它差旅费,重庆,0
16,13577.5,1343,1343,餐费,南宁,0
0,367,50,50,补贴,大连,0
17,11694.3,71,71,餐费,上饶,0
29,3284.6,50,50,出租车费,沈阳,0
21,17281.4,139,139,餐费,南京,0
18,37671,2945,2945,餐费,上海,0
14,6592,17,17,出租车费,上海,0
19,10013,2863,2863,餐费,温州,0
19,10013,55,55,其它差旅费,温州,0
19,10013,55,55,其它差旅费,温州,0
6,1120,74,74,出租车费,上海,0
4,11383.1,71,71,餐费,西安,0
0,8726,386,386,移动电话费,南京,0
11,14971.26,115,115,餐费,福州,0
1,13943.3,245,245,其它差旅费,哈尔滨,0
2,14073.94,138,138,餐费,泉州,0
1,14994.37,147.83,147.83,办公室小食,沈阳,0
0,1836.5,101,101,出租车费,上海,0
2,46985.1,2418,2418,餐费,北京,0
44,25106.9,342.4,342.4,办公室小食,武汉,0
0,4280,453,453,餐费,北京,0
0,4179.85,50,50,邮寄费用,沈阳,0
7,9988.08,40,40,邮寄费用,泉州,0
2,14073.94,38.5,38.5,其它差旅费,泉州,0
2,14073.94,285,285,餐费,泉州,0
24,4121,25,25,其它差旅费,宁波,0
24,4121,150,150,汽油费,宁波,0
0,9092,15,15,其它差旅费,郑州,0
10,7958.81,380,380,餐费,上海,0
16,2744.64,22,22,出租车费,北京,0
0,14821,2296,2296,餐费,北京,0
0,691,50,50,补贴,濮阳,0
3,11197,137,137,餐费,南京,0
0,12587.8,23,23,出租车费,苏州,0
0,12587.8,14.8,14.8,出租车费,苏州,0
13,18384,1460,1460,餐费,青岛,0
12,9096.89,1668,1668,餐费,惠州,0
7,11862.97,2800,2800,餐费,杭州,0
8,9244.7,150.5,150.5,员工团队用餐及活动,深圳,0
8,9244.7,124,124,餐费,深圳,0
1,11637.5,1107,1107,餐费,泉州,0
1,11637.5,255.5,255.5,出租车费,泉州,0
43,6651.28,149.4,149.4,办公室小食,海口,0
12,15099.95,239.3,239.3,办公室小食,成都,0
0,6246.1,12,12,出租车费,石家庄,0
8,9244.7,150.5,150.5,员工团队用餐及活动,深圳,0
8,9244.7,134.5,134.5,员工团队用餐及活动,深圳,0
0,4666.2,28.5,28.5,出租车费,石家庄,0
1,2833.21,100,100,补贴,南京,0
2,13009.04,340,340,邮寄费用,沈阳,0
0,12587.8,11,11,出租车费,苏州,0
9,7160,288,288,餐费,张家港,0
1,8567.73,120,120,其它差旅费,宁波,0
0,33816,2680,2680,餐费,南通,0
2,13142.2,278,278,餐费,昆明,0
1,11203,1200,1200,办公室小食,新乡,0
1,5002.02,315,315,其它差旅费,苏州,0
2,8795.2,22,22,其它差旅费,宁波,0
25,2811.6,51.5,51.5,办公室小食,佛山,0
0,5097,400,400,其它差旅费,苏州,0
6,2055,55,55,餐费,玉林,0
13,1530,113,113,餐费,长春,0
16,14302.8,30,30,出租车费,北京,0
30,17729.51,10,10,出租车费,金华,0
3,7554.5,66,66,餐费,广州,0
3,7554.5,132,132,出租车费,广州,0
3,7554.5,100,100,补贴,广州,0
3,7554.5,90,90,出租车费,广州,0
3,7554.5,24,24,出租车费,广州,0
3,4456.02,60,60,办公室小食,武汉,0
1,12785.64,300,300,其它差旅费,烟台,0
19,901,100,100,固定电话及宽带相关费用,锦州,0
72,11329,336,336,餐费,广州,0
0,5843.6,17,17,餐费,济南,0
0,13191.2,100,100,固定电话及宽带相关费用,乌鲁木齐,0
3,9975.21,87.5,87.5,餐费,沈阳,0
33,1451.25,77,77,出租车费,上海,0
0,5843.6,469,469,其它差旅费,济南,0
33,13459.18,256,256,餐费,杭州,0
1,6683.5,620,620,邮寄费用,沈阳,0
1,12785.64,15,15,其它差旅费,烟台,0
1,4355,132,132,办公室小食,哈尔滨,0
23,24870,225,225,餐费,广州,0
17,11694.3,11.5,11.5,出租车费,上饶,0
31,4890.15,180,180,餐费,哈尔滨,0
