GAP_between_Create_Last,TOTAL_EXPENSED_AMOUNT,APPROVED_AMT,PAID_IN_AMOUNT_ALLOCATION,EXPENSE_TYPE_DESC,CITY,Label
1,12060.9,26.5,26.5,其它差旅费,宁波,0
0,9482,146,146,餐费,南京,0
1,7538.1,8,8,出租车费,济南,0
21,10968.83,246,246,餐费,东莞,0
35,3560,2870,2870,员工奖品,兰州,0
0,7921,189,189,餐费,苏州,0
8,9988.17,1941,1941,餐费,厦门,0
18,27271,964,964,餐费,温州,0
12,6122,110,110,餐费,成都,0
6,9431.6,66,66,办公室小食,深圳,0
0,7082.33,50,50,补贴,深圳,0
0,7082.33,41.2,41.2,出租车费,深圳,0
0,7082.33,159,159,其它差旅费,深圳,0
2,6611.7,88.4,88.4,办公室小食,长沙,0
1,14431,478,478,其它差旅费,徐州,0
15,10186,151,151,餐费,广州,0
1,12858.7,5,5,其它差旅费,上海,0
1,21431.14,2850,2850,餐费,昆明,0
17,10383.8,2044,2044,餐费,北京,0
14,4529.32,161.12,161.12,办公室小食,深圳,0
1,13809.49,268,268,旅馆房费-国内,包头,0
0,9503.8,100,100,补贴,宁德,0
0,4415,1144,1144,餐费,重庆,0
3,20431,154,154,其它差旅费,南充,0
0,5090,142.5,142.5,其它差旅费,长春,0
5,4268.3,202.7,202.7,办公室小食,东莞,0
6,7192.75,104,104,餐费,黄石,0
0,5090,14,14,出租车费,长春,0
1,14431,198,198,旅馆房费-国内,徐州,0
8,24857,108,108,餐费,佛山,0
0,7854,378,378,餐费,昆山,0
1,5545.5,16,16,出租车费,上海,0
0,8241.8,100,100,其它差旅费,龙岩,0
0,4082,10,10,其它差旅费,金华,0
0,4082,10,10,其它差旅费,金华,0
2,6068.73,14.2,14.2,其它差旅费,济宁,0
1,3118.37,78,78,餐费,长沙,0
0,9867.8,239,239,餐费,北京,0
2,6068.73,9,9,其它差旅费,济宁,0
6,39763,51,51,餐费,上海,0
0,3067.78,29,29,出租车费,广州,0
1,27766.41,100,100,补贴,玉林,0
0,2611,580,580,餐费,中山,0
0,4944,100,100,补贴,沈阳,0
0,4944,25,25,出租车费,沈阳,0
0,15576.6,1755,1755,餐费,盐城,0
10,39051,2018,2018,餐费,上海,0
0,3067.78,21,21,出租车费,广州,0
0,13408.14,380,380,移动电话费,珠海,0
1,20084,85,85,办公室小食,成都,0
0,15738,2092,2092,餐费,成都,0
30,12425.06,404.99,404.99,移动电话费,沈阳,0
0,13205,300,300,移动电话费,湖州,0
1,5545.5,436,436,餐费,上海,0
0,13205,492,492,办公室小食,湖州,0
0,38394.4,2656,2656,餐费,苏州,0
0,5837.7,936,936,员工团队用餐及活动,广州,0
0,5837.7,101,101,餐费,广州,0
3,2536,389,389,移动电话费,成都,0
2,14243,49,49,其它差旅费,舟山,0
7,4165,180,180,餐费,广州,0
2,5403.45,502,502,餐费,天津,0
2,5403.45,295.15,295.15,移动电话费,天津,0
65,599,599,599,其它个人费用,上海,0
11,18264,247,247,餐费,广州,0
0,2945.94,43,43,出租车费,上海,0
0,2631,464,464,出租车费,北京,0
4,13005.75,55,55,其它差旅费,海口,0
0,2945.94,47,47,出租车费,上海,0
23,4539,206,206,出租车费,北京,0
23,4539,35,35,出租车费,北京,0
0,10584.4,200,200,餐费,厦门,0
0,11253.5,200,200,餐费,苏州,0
8,8504.1,197.9,197.9,餐费,宜昌,0
12,21663.5,400,400,出租车费,温州,0
2,9668.1,972,972,员工礼品,沈阳,0
1,7783.3,106,106,餐费,佛山,0
3,6176,480,480,餐费,湖州,0
27,19677.05,50,50,邮寄费用,福州,0
11,13751.6,32,32,其它差旅费,三明,0
47,10010,792,792,餐费,东莞,0
3,2901,65,65,其它差旅费,呼和浩特,0
14,3505,241,241,移动电话费,长沙,0
0,6574,977,977,餐费,杭州,0
22,4773.92,409,409,餐费,杭州,0
0,10470,2490,2490,办公室小食,青岛,0
0,10470,2580,2580,餐费,青岛,0
1,11335.6,2984,2984,餐费,广州,0
6,4038.6,74.4,74.4,出租车费,上海,0
6,4038.6,203,203,餐费,上海,0
17,15392.85,122,122,餐费,北京,0
8,3617.19,80,80,补贴,安阳,0
9,9801,145.5,145.5,出租车费,泉州,0
3,27334.5,2993,2993,餐费,北京,0
19,6849.5,494.9,494.9,办公室小食,天津,0
2,13283.35,169,169,餐费,南京,0
17,3621.02,57,57,出租车费,南京,0
17,3621.02,227,227,餐费,南京,0
5,14127.49,144.19,144.19,办公室小食,沈阳,0
1,3188.96,109.5,109.5,其它差旅费,长春,0
11,14095.4,2750,2750,餐费,南京,0
1,3188.96,32,32,出租车费,长春,0
2,4006.72,19.6,19.6,出租车费,海口,0
2,4006.72,21.4,21.4,出租车费,海口,0
2,4006.72,572.19,572.19,移动电话费,海口,0
0,6900.1,1472,1472,餐费,济南,0
0,14012.93,500,500,办公室小食,青岛,0
8,10907.8,129,129,餐费,北京,0
7,1690.1,378.1,378.1,移动电话费,长春,0
7,1690.1,53.5,53.5,其它差旅费,长春,0
2,10352.75,50,50,补贴,潍坊,0
4,11625.2,1806,1806,餐费,江门,0
1,4116.32,12,12,出租车费,成都,0
1,4116.32,13,13,出租车费,成都,0
2,11274.54,2772,2772,餐费,沈阳,0
9,9801,100,100,补贴,泉州,0
24,9892.56,479,479,餐费,杭州,0
2,8699.47,40,40,其它差旅费,淄博,0
12,15619,35,35,其它差旅费,安阳,0
21,20267,1160,1160,办公室小食,郑州,0
7,7566.2,117.5,117.5,其它差旅费,南昌,0
13,8663.56,55,55,其它差旅费,杭州,0
0,422,33,33,出租车费,上海,0
8,41168,1128,1128,餐费,北京,0
7,7566.2,100,100,补贴,南昌,0
24,9892.56,2452,2452,餐费,杭州,0
2,5655.53,113,113,办公室小食,合肥,0
65,63533.75,582.75,582.75,出租车费,上海,0
9,11161.7,100,100,餐费,广州,0
3,7872.92,107,107,餐费,玉溪,0
19,29063.9,12,12,出租车费,上海,0
7,9910.58,890,890,办公室小食,石家庄,0
7,9910.58,100,100,补贴,石家庄,0
0,3943.14,88,88,出租车费,上海,0
0,13713.42,870,870,餐费,临沂,0
7,9910.58,545,545,其它差旅费,石家庄,0
2,9664,131,131,餐费,哈尔滨,0
2,13283.35,78.4,78.4,出租车费,南京,0
7,14885.5,850,850,办公室小食,大庆,0
19,4020,1115,1115,餐费,天津,0
7,7696,160,160,汽油费,湛江,0
1,18897.6,100,100,汽油费,聊城,0
7,26834,2386,2386,餐费,天津,0
1,3288,508,508,移动电话费,包头,0
1,3288,165,165,固定电话及宽带相关费用,包头,0
10,13985.2,100,100,其它差旅费,晋城,0
17,7948.18,229,229,餐费,潍坊,0
38,9788.25,497,497,餐费,广州,0
20,9705.1,18.9,18.9,其它差旅费,济南,0
12,7319,20,20,其它差旅费,常德,0
9,10343.37,144,144,餐费,乌鲁木齐,0
0,10429,103,103,出租车费,上海,0
27,6061.2,170,170,餐费,石河子,0
2,17063.1,4706,4706,员工团队用餐及活动,西安,0
38,10454.68,37,37,其它差旅费,成都,0
1,28212,2997,2997,餐费,北京,0
1,14352,179,179,餐费,营口,0
0,2062.9,192.9,192.9,移动电话费,南京,0
0,2062.9,80,80,移动电话费,南京,0
13,4028.8,160,160,汽油费,合肥,0
13,4028.8,70.9,70.9,办公室小食,合肥,0
0,13084,500,500,移动电话费,郑州,0
24,13071.4,20,20,其它差旅费,苏州,0
16,9126.3,100,100,补贴,青岛,0
16,9126.3,21.5,21.5,出租车费,青岛,0
16,9126.3,167,167,其它差旅费,青岛,0
6,13418,522,522,餐费,上海,0
0,20547.7,990,990,员工礼品,深圳,0
4,6542.9,52,52,餐费,北京,0
4,6542.9,115,115,餐费,北京,0
15,7848.4,102.4,102.4,出租车费,上海,0
19,15502.5,2484,2484,办公室小食,哈尔滨,0
6,18104.75,2910,2910,餐费,合肥,0
6,7518.95,143,143,餐费,北京,0
2,2998.29,190,190,餐费,北京,0
13,4028.8,980,980,餐费,合肥,0
9,10974.79,2055,2055,餐费,青岛,0
31,26550.49,2986,2986,餐费,杭州,0
0,3862.02,1570,1570,邮寄费用,北京,0
0,4836.81,33,33,出租车费,潍坊,0
12,15619,100,100,补贴,安阳,0
3,10589.9,2157,2157,餐费,杭州,0
3,10589.9,51,51,办公室小食,杭州,0
19,29063.9,1150,1150,旅馆房费-国内,上海,0
8,24470,600,600,出租车费,北京,0
0,4779,332,332,出租车费,广州,0
0,14098.29,50,50,其它差旅费,广州,0
5,10190,252,252,餐费,郑州,0
0,1724,1724,1724,餐费,南京,0
28,10956,173,173,其它差旅费,南京,0
37,5630,50,50,餐费,哈尔滨,0
67,20743.47,575,575,旅馆房费-国内,上海,0
7,16856,100,100,餐费,北京,0
2,8699.47,40,40,其它差旅费,淄博,0
28,14203.6,247,247,餐费,北京,0
0,8897.5,1248,1248,餐费,济南,0
0,9151,240,240,餐费,济南,0
5,8543,562,562,餐费,长春,0
0,12183.35,8,8,出租车费,保定,0
43,14996.3,50,50,餐费,绍兴,0
7,4449.4,88,88,餐费,南京,0
4,18024,3002,3002,餐费,北京,0
0,15731.73,396.75,396.75,旅馆房费-国内,上海,0
0,15731.73,101,101,出租车费,上海,0
3,13076.2,266.8,266.8,移动电话费,昆明,0
3,8768,166,166,餐费,南京,0
40,12102.55,1457,1457,办公室小食,北京,0
17,15392.85,234,234,餐费,北京,0
5,9992,150,150,汽油费,杭州,0
1,14334.1,27,27,其它差旅费,潍坊,0
1,14334.1,2518,2518,餐费,潍坊,0
3,8768,100,100,其它差旅费,南京,0
3,8768,400,400,其它差旅费,南京,0
5,13846,2658,2658,餐费,北京,0
22,26558.8,62.2,62.2,办公室小食,杭州,0
14,6824,522,522,餐费,广州,0
0,12183.35,65.5,65.5,其它差旅费,保定,0
1,4987,144.5,144.5,其它差旅费,青岛,0
1,4987,37,37,出租车费,青岛,0
2,14686.2,360.8,360.8,其它差旅费,石家庄,0
8,7986,1500,1500,会议场地及设备租赁,长春,0
8,7986,3800,3800,办公室小食,长春,0
8,7986,2686,2686,餐费,长春,0
0,649,148,148,出租车费,泉州,0
3,13076.2,234,234,餐费,昆明,0
3,13076.2,1044,1044,餐费,昆明,0
13,2772.4,30,30,其它差旅费,珠海,0
6,11480.2,300,300,出租车费,上海,0
0,8894.6,87,87,出租车费,上海,0
6,10025.94,94,94,餐费,台州,0
15,10123.19,4343.29,4343.29,旅馆房费-海外,上海,0
15,10123.19,77.58,77.58,餐费,上海,0
0,883,180,180,出租车费,上海,0
1,14993,1231,1231,办公室小食,沈阳,0
0,883,40,40,当地地面交通费,上海,0
0,883,12,12,当地地面交通费,上海,0
4,8068,114,114,餐费,北京,0
1,8132.5,429,429,餐费,阜阳,0
16,24776,305,305,旅馆房费-国内,济南,0
0,6998.6,2998.6,2998.6,餐费,青岛,0
0,6998.6,4000,4000,餐费,青岛,0
11,6842,45,45,餐费,北京,0
1,9244.05,731,731,餐费,兰州,0
0,14707.54,652,652,餐费,上海,0
12,15099.95,133.5,133.5,其它差旅费,成都,0
7,16624.79,217,217,餐费,北京,0
1,9190,397,397,餐费,东莞,0
1,22795.97,1400,1400,餐费,南京,0
0,14707.54,29,29,出租车费,上海,0
70,3592.2,146,146,出租车费,北京,0
70,3592.2,42,42,出租车费,北京,0
70,3592.2,50,50,补贴,北京,0
1,11293.1,230,230,餐费,武汉,0
0,4913,923,923,餐费,成都,0
21,9418.2,55,55,其它差旅费,梧州,0
1,6096,67,67,餐费,西安,0
2,5242.25,104,104,餐费,昆明,0
21,9418.2,100,100,补贴,梧州,0
2,8933.9,426,426,员工团队用餐及活动,成都,0
3,28439,4980,4980,餐费,衢州,0
10,24905,2312,2312,餐费,成都,0
7,11738,124,124,餐费,哈尔滨,0
13,8866.52,261.7,261.7,移动电话费,沈阳,0
16,15113.1,329,329,旅馆房费-国内,北京,0
55,5217.74,101,101,餐费,佛山,0
1,7112.7,35.7,35.7,出租车费,黄冈,0
7,4268.91,103,103,餐费,长春,0
7,4268.91,31.5,31.5,其它差旅费,长春,0
30,9480.08,152,152,餐费,台州,0
2,3890,3890,3890,餐费,济南,0
7,20668.68,2724,2724,餐费,沈阳,0
4,14858.97,254.97,254.97,移动电话费,沈阳,0
70,3592.2,44,44,其它差旅费,北京,0
3,10140.4,30,30,其它差旅费,武汉,0
3,10140.4,28,28,其它差旅费,武汉,0
6,6768.58,100,100,补贴,广州,0
6,10269.99,217.6,217.6,餐费,广州,0
5,10705,40,40,餐费,临沂,0
0,6291.4,568,568,旅馆房费-国内,济南,0
70,3592.2,933,933,其它差旅费,北京,0
5,15740.4,2356,2356,餐费,郑州,0
1,10007,600,600,其它差旅费,喀什葛尔,0
0,6231,184,184,餐费,沈阳,0
0,25582.4,2860,2860,餐费,广州,0
14,4870.82,267,267,办公室小食,滁州,0
12,15099.95,368,368,旅馆房费-国内,成都,0
2,6317,18,18,出租车费,上海,0
21,1409.28,330,330,移动电话费,北京,0
1,15033.5,16,16,出租车费,苏州,0
19,8310,1996,1996,餐费,杭州,0
1,15033,2642,2642,餐费,北京,0
0,22401,2549,2549,餐费,北京,0
0,3447.49,148,148,餐费,广州,0
70,3592.2,1560,1560,旅馆房费-国内,北京,0
0,4464,2845,2845,餐费,天津,0
1,16452.83,60,60,餐费,江门,0
1,16452.83,465,465,旅馆房费-国内,江门,0
141,26668,308,308,餐费,深圳,0
4,10545.99,22,22,邮寄费用,太原,0
1,8113.9,55,55,办公室小食,哈尔滨,0
5,4893.3,14,14,出租车费,上海,0
131,17729.1,75,75,停车及其他收费,青岛,0
1,8018.1,200,200,其它差旅费,喀什葛尔,0
12,12371.35,29,29,其它差旅费,衢州,0
30,14371.8,160,160,汽油费,沈阳,0
2,13753.8,1983,1983,餐费,昆明,0
12,12371.35,11,11,其它差旅费,衢州,0
0,4758.98,189,189,出租车费,上海,0
30,14371.8,1993,1993,餐费,沈阳,0
15,32934,2710,2710,餐费,广州,0
7,4699,54.5,54.5,其它差旅费,青岛,0
0,4758.98,1254,1254,旅馆房费-国内,上海,0
3,11985.1,528,528,餐费,重庆,0
26,5249.05,29,29,出租车费,上海,0
0,12807.08,42,42,出租车费,上海,0
0,12807.08,217,217,出租车费,上海,0
13,1219.65,114.65,114.65,移动电话费,北京,0
0,883,141,141,餐费,上海,0
0,883,71,71,出租车费,上海,0
3,4290.1,730,730,餐费,库尔勒,0
79,13264,206,206,当地地面交通费,长沙,0
5,3059.68,2190,2190,餐费,上海,0
5,3059.68,450,450,员工团队用餐及活动,上海,0
1,17821,1150,1150,餐费,枣庄,0
0,13191.2,585,585,餐费,乌鲁木齐,0
0,5686.8,86,86,其它差旅费,宣城,0
1,8788.9,218.4,218.4,移动电话费,玉林,0
7,2432,168,168,餐费,北京,0
1,13605,188,188,餐费,汕头,0
19,33378.64,50,50,补贴,合肥,0
0,13979.64,203,203,餐费,昆明,0
2,2202.67,100,100,补贴,锦州,0
2,2202.67,180,180,其它差旅费,锦州,0
19,33378.64,160,160,汽油费,合肥,0
19,33378.64,50,50,补贴,合肥,0
0,15811.7,8284,8284,餐费,上海,0
0,5907,183,183,出租车费,长沙,0
1,5365.2,106,106,餐费,苏州,0
22,8974.6,208,208,餐费,石家庄,0
24,14459.5,79.5,79.5,其它差旅费,娄底,0
2,11424,2257,2257,餐费,长沙,0
13,3822,404,404,餐费,石家庄,0
0,6864.3,188,188,其它差旅费,唐山,0
1,7496,176,176,餐费,南通,0
1,11429,316,316,餐费,杭州,0
1,11429,342,342,餐费,杭州,0
53,7448.75,155.41,155.41,办公室小食,北京,0
12,29393.6,26,26,餐费,济南,0
2,9374.05,2935,2935,餐费,乌鲁木齐,0
8,6748.2,199,199,出租车费,昆明,0
8,6748.2,325,325,出租车费,昆明,0
2,9990,7990,7990,餐费,上海,0
3,14767.8,14.3,14.3,出租车费,汉中,0
3,14767.8,89.5,89.5,其它差旅费,汉中,0
0,4666.2,55.5,55.5,其它差旅费,石家庄,0
12,6990.17,100,100,补贴,南昌,0
14,13559.98,117,117,办公室小食,北京,0
1,9543.7,2576,2576,餐费,天津,0
8,3224,292,292,其它差旅费,眉山,0
23,9838.15,150,150,餐费,西安,0
0,15692.75,119.83,119.83,出租车费,嘉兴,0
13,44484.2,510,510,出租车费,北京,0
13,44484.2,492,492,出租车费,北京,0
0,2910,2910,2910,餐费,攀枝花,0
0,14122.7,215,215,出租车费,广州,0
2,13838,2900,2900,餐费,无锡,0
4,13612,1670,1670,餐费,芜湖,0
31,15079.5,2780,2780,餐费,西安,0
2,5744.5,135,135,餐费,北京,0
18,6762.5,2185,2185,餐费,哈尔滨,0
0,29389.5,1972,1972,餐费,佛山,0
1,12785.64,235,235,其它差旅费,烟台,0
16,4449.9,65,65,其它差旅费,台州,0
4,12025.6,162,162,餐费,淄博,0
1,8567.73,26,26,出租车费,宁波,0
8,4143.55,123,123,餐费,成都,0
15,24872.6,50,50,补贴,南昌,0
14,10484.71,90,90,汽油费,北京,0
15,24872.6,84.5,84.5,其它差旅费,南昌,0
4,15448.9,294,294,餐费,天津,0
15,24872.6,5,5,出租车费,南昌,0
15,24872.6,69,69,其它差旅费,南昌,0
15,24872.6,5,5,出租车费,南昌,0
28,8051.6,15.6,15.6,出租车费,邯郸,0
31,2414.7,414,414,餐费,上海,0
10,46713.8,2995,2995,餐费,广州,0
14,13132.4,447.9,447.9,移动电话费,锦州,0
13,3142.56,137,137,出租车费,广州,0
0,5154,34,34,出租车费,上海,0
0,5154,150,150,出租车费,上海,0
18,9973,50,50,补贴,上海,0
18,9973,14,14,出租车费,上海,0
11,7343,998,998,办公室小食,焦作,0
0,7963.4,1000,1000,餐费,扬州,0
1,9945.5,2468,2468,餐费,成都,0
12,14248.1,115.4,115.4,办公室小食,潍坊,0
0,12163.51,100,100,补贴,北京,0
0,12163.51,41,41,出租车费,北京,0
0,12163.51,127,127,出租车费,北京,0
6,17887.06,1647,1647,员工团队用餐及活动,上海,0
13,4314,97.5,97.5,其它差旅费,济南,0
1,10484.9,386,386,旅馆房费-国内,延安,0
2,4332.02,55,55,出租车费,长沙,0
2,4332.02,140,140,出租车费,长沙,0
2,4332.02,215,215,餐费,长沙,0
18,24387.6,30.2,30.2,出租车费,济南,0
49,5952.48,350,350,餐费,杭州,0
4,19978,4980,4980,餐费-外部人员,哈尔滨,0
11,12051.9,115,115,其它差旅费,长春,0
0,5154,100,100,补贴,上海,0
3,24225.71,4850,4850,员工团队用餐及活动,广州,0
0,22939.9,71,71,其它差旅费,锦州,0
0,1401,542,542,餐费,上海,0
11,4901.94,404,404,移动电话费,上海,0
11,4901.94,189.43,189.43,出租车费,上海,0
11,4901.94,163,163,出租车费,上海,0
3,2934.4,10,10,邮寄费用,泉州,0
0,1683,100,100,汽油费,上海,0
11,4901.94,131.94,131.94,餐费,上海,0
13,12872,40,40,出租车费,上海,0
28,6562.58,646.08,646.08,移动电话费,重庆,0
1,3014,186,186,餐费,北京,0
2,6735.2,60.5,60.5,其它差旅费,南京,0
13,12872,30,30,餐费,上海,0
3,24225.71,120,120,出租车费,广州,0
1,5173,204,204,出租车费,北京,0
3,13094,2895,2895,餐费,北京,0
13,12872,33,33,餐费,上海,0
7,12722.03,100,100,补贴,福州,0
23,5261,50,50,补贴,贵阳,0
2,6735.2,480,480,旅馆房费-国内,南京,0
1,9610,20,20,出租车费,南京,0
11,23339.14,155.5,155.5,其它差旅费,呼和浩特,0
0,350,50,50,补贴,扬州,0
1,11868,7,7,其它差旅费,唐山,0
26,20938,254,254,餐费,西安,0
4,6722.32,1751,1751,餐费,平顶山,0
0,2921.2,314.5,314.5,其它差旅费,济南,0
5,11409,100,100,汽油费,铜陵,0
14,8409.5,274,274,餐费,重庆,0
19,15651,2390,2390,餐费,烟台,0
1,5182.14,197,197,餐费,唐山,0
0,20300,160,160,汽油费,南通,0
0,20300,100,100,补贴,南通,0
8,9244.7,134.5,134.5,员工团队用餐及活动,深圳,0
8,4143.55,26,26,出租车费,成都,0
17,11694.3,461,461,旅馆房费-国内,上饶,0
1,14365.7,2398,2398,餐费,深圳,0
2,19811.2,2403,2403,餐费,青岛,0
1,14365.7,475.8,475.8,餐费,深圳,0
7,18586,2782,2782,餐费,广州,0
8,9244.7,752.5,752.5,员工团队用餐及活动,深圳,0
4,12767,1505,1505,餐费,沈阳,0
15,24872.6,55,55,出租车费,南昌,0
8,4143.55,438,438,餐费,成都,0
4,7119.96,100,100,补贴,沈阳,0
0,5283.43,118,118,办公室小食,重庆,0
15,24872.6,6.3,6.3,出租车费,南昌,0
0,12418.8,220,220,餐费,上海,0
1,14365.7,436,436,餐费,深圳,0
0,5045.38,29,29,其它差旅费,盘锦,0
0,5045.38,100,100,补贴,盘锦,0
17,11694.3,48.5,48.5,办公室小食,上饶,0
0,1401,321,321,餐费,上海,0
2,6547.73,50,50,补贴,兰州,0
2,6547.73,158.6,158.6,出租车费,兰州,0
6,23716,31,31,出租车费,上海,0
6,23716,29,29,出租车费,上海,0
40,4030.8,46,46,餐费,深圳,0
0,22939.9,50,50,补贴,锦州,0
0,22939.9,70,70,其它差旅费,锦州,0
0,22939.9,2530,2530,餐费,锦州,0
13,14715,136,136,餐费,北京,0
30,17729.51,10,10,出租车费,金华,0
2,6547.73,161.9,161.9,出租车费,兰州,0
13,12872,59,59,餐费,上海,0
0,3566.9,410,410,其它差旅费,哈尔滨,0
0,8105.4,1058,1058,餐费,杭州,0
0,1501,599,599,其它,上海,0
8,14872.5,84,84,其它差旅费,长春,0
8,14872.5,1165,1165,餐费,长春,0
1,10484.9,114.5,114.5,其它差旅费,延安,0
1,8124.4,100,100,补贴,南京,0
1,8124.4,53,53,出租车费,南京,0
1,8124.4,72.5,72.5,其它差旅费,南京,0
20,20645,2486,2486,餐费,重庆,0
1,46966,220,220,餐费,北京,0
7,12722.03,13,13,其它差旅费,福州,0
37,29954,975,975,展架，展台,双鸭山,0
37,29954,975,975,展架，展台,双鸭山,0
0,1952,1632,1632,餐费,阜阳,0
3,6578.3,300,300,办公室小食,海口,0
1,14690.5,25,25,停车及其他收费,南京,0
1,14690.5,160,160,汽油费,南京,0
0,8105.4,100,100,餐费,杭州,0
1,9550.01,174,174,出租车费,北京,0
1,9550.01,195,195,出租车费,北京,0
28,15695.26,57.2,57.2,餐费,杭州,0
15,24872.6,10,10,出租车费,南昌,0
22,6601.5,3000,3000,旅馆房费-国内,北京,0
12,29036,2661,2661,餐费,北京,0
11,4861.5,342,342,餐费,天津,0
33,13459.18,1181,1181,餐费,杭州,0
1,1995,1995,1995,餐费,沈阳,0
10,8221.4,100,100,补贴,茂名,0
0,5078,15,15,邮寄费用,石家庄,0
4,18729.05,462,462,移动电话费,太原,0
3,23784.22,2000,2000,员工礼品,沈阳,0
3,23784.22,1960,1960,员工礼品,沈阳,0
3,23784.22,1940,1940,员工礼品,沈阳,0
7,5427.6,331,331,餐费,广州,0
61,2940.6,1650,1650,旅馆房费-国内,上海,0
0,28685,780,780,餐费,上海,0
2,2463.94,310,310,员工团队用餐及活动,徐州,0
5,14965,495,495,餐费,鞍山,0
1,9437.81,438,438,餐费,北京,0
24,28612.84,300,300,出租车费,北京,0
11,3782.5,117,117,餐费,三亚,0
3,2934.4,679,679,餐费,泉州,0
7,12722.03,13,13,其它差旅费,福州,0
14,14018,2351,2351,餐费,济宁,0
2,4520,44,44,其它差旅费,无锡,0
3,14962.1,2856,2856,餐费,重庆,0
0,5626.59,334,334,其它差旅费,福州,0
10,34111.51,113.8,113.8,固定电话及宽带相关费用,宜宾,0
2,12875,2365,2365,餐费,福州,0
0,3900.68,40,40,其它差旅费,石家庄,0
1,14296.7,9,9,出租车费,无锡,0
6,14949.7,10,10,停车及其他收费,菏泽,0
6,14949.7,771,771,餐费,菏泽,0
0,8783.67,200,200,出租车费,北京,0
43,10908.12,297.68,297.68,餐费,北京,0
0,2902.9,2362,2362,餐费,潍坊,0
28,8051.6,80.5,80.5,其它差旅费,邯郸,0
3,5738.35,313,313,餐费,长春,0
7,12890.67,30.6,30.6,办公室小食,武汉,0
21,4084.1,100,100,补贴,泸州,0
0,8783.67,200,200,出租车费,北京,0
21,4084.1,18,18,出租车费,泸州,0
5,8401.8,100,100,固定电话及宽带相关费用,武汉,0
12,29393.6,50,50,补贴,济南,0
1,8723.03,45,45,其它差旅费,天津,0
2,12821.65,993,993,移动电话费,重庆,0
2,7553,495,495,移动电话费,郴州,0
21,4084.1,17,17,出租车费,泸州,0
10,20759.1,123,123,餐费,安阳,0
2,7553,36,36,出租车费,郴州,0
1,15655.7,174,174,其它差旅费,马鞍山,0
3,28844.64,5479,5479,员工礼品,福州,0
3,16875.23,29,29,邮寄费用,铜陵,0
0,5214.4,60,60,出租车费,上海,0
3,1159,61,61,办公室小食,沈阳,0
2,9387.77,630,630,印刷及办公费用,西安,0
3,5738.35,898,898,餐费,长春,0
0,9231.1,334,334,移动电话费,成都,0
1,13640.14,931,931,办公室小食,青岛,0
0,3152.7,406,406,员工团队用餐及活动,北京,0
11,23339.14,194,194,餐费,呼和浩特,0
11,23339.14,231.19,231.19,移动电话费,呼和浩特,0
0,6108.75,51,51,出租车费,上海,0
2,2022.31,488.56,488.56,移动电话费,北京,0
0,9911.88,98,98,餐费,武汉,0
1,1860,108,108,餐费,北京,0
0,17404,2713,2713,餐费,北京,0
8,17108,552,552,餐费,北京,0
4,11412.95,895,895,办公室小食,杭州,0
8,25387.72,68,68,固定电话及宽带相关费用,成都,0
0,8036.83,2137,2137,餐费,东莞,0
22,6601.5,288,288,餐费,北京,0
0,14934,1016,1016,餐费,潍坊,0
0,14934,33.1,33.1,出租车费,潍坊,0
3,3569.4,346,346,餐费,杭州,0
2,6735.2,140,140,其它差旅费,南京,0
0,1401,296,296,餐费,上海,0
8,15870,1785,1785,餐费,南宁,0
4,14649.6,100,100,补贴,邯郸,0
4,14649.6,80.5,80.5,其它差旅费,邯郸,0
3,3035.5,20,20,出租车费,包头,0
3,3035.5,78.5,78.5,其它差旅费,包头,0
0,7048.68,837.05,837.05,餐费,上海,0
0,7048.68,207.55,207.55,餐费,上海,0
0,7048.68,201.02,201.02,餐费,上海,0
1,8189.73,474.73,474.73,移动电话费,长沙,0
0,4445.5,200.1,200.1,办公室小食,南京,0
21,7426.41,25,25,其它差旅费,上海,0
6,13306.5,1805,1805,餐费,无锡,0
31,26169,2550,2550,餐费,金华,0
1,14105.11,268,268,餐费,北京,0
23,8089.51,118,118,餐费,重庆,0
0,5671.85,458.08,458.08,移动电话费,上海,0
21,4084.1,48,48,其它差旅费,泸州,0
1,14296.7,23,23,其它差旅费,无锡,0
14,15614,27,27,其它差旅费,台州,0
3,24225.71,725,725,餐费,广州,0
3,24225.71,759,759,餐费,广州,0
43,10908.12,796,796,餐费,北京,0
1,8723.03,50,50,出租车费,天津,0
1,8723.03,46,46,出租车费,天津,0
0,1107,2,2,其它差旅费,北京,0
0,1107,35,35,出租车费,北京,0
0,1107,300,300,移动电话费,北京,0
0,1107,2,2,其它差旅费,北京,0
0,1107,2,2,其它差旅费,北京,0
6,23567,160,160,餐费,天津,0
6,23567,133,133,餐费,天津,0
1,5173,202,202,出租车费,北京,0
0,6945.29,183.5,183.5,其它差旅费,大连,0
5,14203,160,160,汽油费,泰州,0
3,9195.52,121,121,出租车费,上海,0
44,5738.1,220,220,餐费,襄樊,0
1,22301.9,75,75,餐费,聊城,0
7,1055.8,34,34,出租车费,淄博,0
7,1055.8,32.4,32.4,出租车费,淄博,0
7,1055.8,469,469,其它差旅费,淄博,0
0,200,50,50,补贴,湛江,0
3,8777,116,116,餐费,哈尔滨,0
0,2183,2000,2000,其它,上海,0
5,14127.49,244,244,餐费,沈阳,0
22,14985.65,2975,2975,餐费,上海,0
14,2559.9,342,342,餐费,广州,0
0,932,190,190,旅馆房费-国内,乌鲁木齐,0
